title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,Bucket,log_sales,critic_clean,critic_missing,year,d_action,d_sports,d_misc,d_adventure,d_shooter,d_racing,d_simulation,d_platform,d_fighting,d_strategy,d_puzzle,d_actionadventure,d_visualnovel,d_music,d_other,d_sega,d_nintendohandheld,d_nintendohome,d_pcmac,d_mshome,d_sonyhandheld,year_c,critic_c
Tom and Jerry in Fists of Furry,N64,Fighting,NewKidCo,VIS Entertainment,,0.16,0.13,,0.03,0,Nintendo Home,-1.832581,7.3,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
NCAA Final Four 2001,PS,Sports,Sony Computer Entertainment,989 Sports,,0.16,0.09,,0.06,0.01,Sony Home,-1.832581,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
F1 Championship Season 2000,PS2,Racing,Electronic Arts,EA Sports,,0.16,0.06,0.03,0.05,0.02,Sony Home,-1.832581,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Bomberman Land,PS,Misc,Hudson Soft,Hudson Soft,,0.16,,0.15,,0.01,Sony Home,-1.832581,7.3,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Nightmare Creatures II,PS,Action,Konami,Kalisto Entertainment,,0.17,0.09,,0.06,0.01,Sony Home,-1.771957,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Bomberman 64: The Second Attack!,N64,Adventure,Vatical Entertainment,Hudson Soft,,0.17,0.05,0.11,0.01,0,Nintendo Home,-1.771957,7.3,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Turok 3: Shadow of Oblivion,N64,Shooter,Acclaim Entertainment,Acclaim Studios Austin,,0.17,0.12,,0.05,0,Nintendo Home,-1.771957,7.3,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
World Destruction League: Thunder Tanks,PS,Action,3DO,3DO,,0.17,0.09,,0.06,0.01,Sony Home,-1.771957,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
The Wild Thornberrys: Animal Adventures,PS,Adventure,Mattel Interactive,Mattel Interactive,,0.17,0.1,,0.07,0.01,Sony Home,-1.771957,7.3,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Batman Beyond: Return of the Joker,PS,Action,Kemco,Kemco,,0.17,0.09,,0.06,0.01,Sony Home,-1.771957,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
World Destruction League: Thunder Tanks,PS2,Action,3DO,3DO,,0.17,0.08,,0.07,0.02,Sony Home,-1.771957,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Reel Fishing II,PS,Sports,Natsume,Open Sesame,,0.18,0.1,,0.07,0.01,Sony Home,-1.714798,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Ball Breakers,PS,Action,Take-Two Interactive,Lost Toys,,0.18,0.1,,0.07,0.01,Sony Home,-1.714798,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
International Superstar Soccer 2000 (JP weekly sales),N64,Sports,Konami,KCEO,,0.18,,0.18,,,Nintendo Home,-1.714798,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Speedball 2100,PS,Sports,Take-Two Interactive,Bitmap Brothers,,0.18,0.1,,0.07,0.01,Sony Home,-1.714798,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Casper: Friends Around the World,PS,Action,Sound Source Interactive,"Sound Source Interactive, Inc.",,0.18,0.1,,0.07,0.01,Sony Home,-1.714798,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,Sports,Sega,Smilebit,,0.18,,0.18,,0,Sega,-1.714798,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-10,0
ESPN International Track & Field,PS2,Sports,Konami,Konami,,0.19,0.09,,0.07,0.02,Sony Home,-1.660731,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
NCAA Final Four 2001,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.19,0.09,,0.07,0.02,Sony Home,-1.660731,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Disney's Tarzan,N64,Platform,Activision,Eurocom Entertainment Software,,0.2,0.16,,0.04,0,Nintendo Home,-1.609438,7.3,1,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Trade & Battle: Card Hero,GB,Strategy,Nintendo,Intelligent Systems,,0.2,,0.2,,0,Nintendo Handheld/Hybrid,-1.609438,7.3,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-10,0
Speed Punks,PS,Racing,Sony Computer Entertainment,Fucom,,0.2,0.11,,0.08,0.01,Sony Home,-1.609438,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
All Star Pro-Wrestling,PS2,Fighting,Square,SquareSoft,,0.2,,0.2,,,Sony Home,-1.609438,7.3,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
International Superstar Soccer 2000,PS2,Sports,Konami,Konami Computer Entertainment Osaka,,0.2,,0.2,,,Sony Home,-1.609438,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
San Francisco Rush 2049,N64,Racing,Midway Games,Midway Games,,0.2,0.16,,0.04,0,Nintendo Home,-1.609438,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Tigger's Honey Hunt,N64,Platform,NewKidCo,Rivage Games,7.3,0.2,0.16,,0.04,0,Nintendo Home,-1.609438,7.3,0,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Tom and Jerry in House Trap,PS,Action,Mattel Interactive,Warthog,,0.2,0.11,,0.07,0.01,Sony Home,-1.609438,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Grandia II,DC,Role-Playing,Ubisoft,Game Arts,8.6,0.2,,0.2,,0,Sega,-1.609438,8.6,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-10,1.3
PoPoLoCrois Monogatari II,PS,Role-Playing,Sony Computer Entertainment,G-Artists,,0.21,,0.2,,0.01,Sony Home,-1.560648,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
NBA In The Zone 2000,PS,Sports,Konami,KCEO,,0.21,0.12,,0.08,0.01,Sony Home,-1.560648,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Mortal Kombat: Special Forces,PS,Fighting,Midway Games,Midway Games,,0.21,0.12,,0.08,0.01,Sony Home,-1.560648,7.3,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Threads of Fate,PS,Role-Playing,Square EA,SquareSoft,7.8,0.21,0.12,,0.08,0.01,Sony Home,-1.560648,7.8,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0.5
Cruis'n Exotica,N64,Racing,Midway Games,Gratuitous Games,5.8,0.21,0.17,,0.04,0,Nintendo Home,-1.560648,5.8,0,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,-1.5
ESPN Winter X Games: Snowboarding 2002,PS2,Sports,Konami,Konami Computer Entertainment Osaka,,0.21,0.1,,0.08,0.03,Sony Home,-1.560648,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Wild Wild Racing,PS2,Racing,Interplay,Rage Software,,0.21,0.1,,0.08,0.03,Sony Home,-1.560648,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
HBO Boxing,PS,Fighting,Acclaim Entertainment,Osiris Studios,,0.21,0.12,,0.08,0.01,Sony Home,-1.560648,7.3,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Bugs Bunny & Taz: Time Busters,PS,Adventure,Infogrames,Artificial Mind and Movement,8,0.21,0.11,,0.08,0.01,Sony Home,-1.560648,8,0,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0.7
ECW Hardcore Revolution,N64,Fighting,Acclaim Entertainment,Acclaim Entertainment,,0.22,0.18,,0.04,0,Nintendo Home,-1.514128,7.3,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Jackie Chan: Stuntmaster,PS,Action,Midway Games,Radical Entertainment,,0.22,0.12,,0.08,0.01,Sony Home,-1.514128,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Capcom vs. SNK,DC,Fighting,Capcom,Capcom,8.8,0.22,,0.22,,,Sega,-1.514128,8.8,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-10,1.5
Ms. Pac-Man: Maze Madness,N64,Puzzle,Namco,Mass Media,,0.22,0.18,,0.04,0,Nintendo Home,-1.514128,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-10,0
All-Star Baseball 2001,N64,Sports,Acclaim Entertainment,High Voltage Software,9.2,0.23,0.22,,0.01,0,Nintendo Home,-1.469676,9.2,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,1.9
NHL FaceOff 2001,PS,Sports,Sony Computer Entertainment,SolWorks,7.2,0.23,0.13,,0.09,0.02,Sony Home,-1.469676,7.2,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-0.1
Gundam Battle Assault,PS,Fighting,Bandai,Bandai,,0.23,0.13,,0.09,0.02,Sony Home,-1.469676,7.3,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Covert Ops: Nuclear Dawn,PS,Action,Activision,Sugar & Rockets,,0.24,0.13,,0.09,0.02,Sony Home,-1.427116,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Army Men: Air Combat,N64,Action,3DO,3DO,7.6,0.24,0.19,,0.05,0,Nintendo Home,-1.427116,7.6,0,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0.3
Galaga: Destination Earth,PS,Shooter,Hasbro Interactive,King of the Jungle,,0.24,0.13,,0.09,0.02,Sony Home,-1.427116,7.3,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Ready 2 Rumble Boxing: Round 2,N64,Fighting,Midway Games,Point of View,6.9,0.24,0.19,,0.05,0,Nintendo Home,-1.427116,6.9,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-10,-0.4
Midway's Greatest Arcade Hits Volume 1,N64,Misc,Midway Games,Digital Eclipse,,0.24,0.19,,0.05,0,Nintendo Home,-1.427116,7.3,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Army Men: Sarge's Heroes 2,PS,Action,3DO,3DO,,0.24,0.14,,0.09,0.02,Sony Home,-1.427116,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Dune 2000,PS,Strategy,Electronic Arts,Westwood Studios,,0.25,0.14,,0.09,0.02,Sony Home,-1.386294,7.3,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10,0
F1 2000,PS,Racing,EA Sports,Visual Sciences,,0.25,0.14,,0.09,0.02,Sony Home,-1.386294,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Crusaders of Might and Magic,PS,Role-Playing,3DO,3DO,6,0.25,0.14,,0.1,0.02,Sony Home,-1.386294,6,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1.3
Power Pro Kun Pocket 2,GB,Sports,Konami,Diamond Head,,0.25,,0.25,,,Nintendo Handheld/Hybrid,-1.386294,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-10,0
Surfing H3O,PS2,Sports,Rockstar Games,Opus Studio,,0.25,0.12,,0.1,0.03,Sony Home,-1.386294,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Ultimate Fighting Championship,PS,Fighting,Crave Entertainment,Opus Studio,,0.25,0.14,,0.09,0.02,Sony Home,-1.386294,7.3,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
NHL Rock the Rink,PS,Sports,Electronic Arts,Electronic Arts,,0.26,0.14,,0.1,0.02,Sony Home,-1.347074,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Armored Core: Master of Arena,PS,Simulation,Agetec,From Software,7.2,0.26,0.07,0.13,0.05,0.02,Sony Home,-1.347074,7.2,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-0.1
Star Trek: Invasion,PS,Simulation,Activision,Warthog,,0.26,0.15,,0.1,0.02,Sony Home,-1.347074,7.3,1,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
McGrath Vs. Pastrana Freestyle Motocross,PS,Racing,Acclaim Entertainment,"Z-Axis, Ltd.",,0.26,0.14,,0.1,0.02,Sony Home,-1.347074,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Star Wars Episode I: Battle for Naboo,N64,Simulation,LucasArts,Factor 5,8.5,0.26,0.21,,0.05,0,Nintendo Home,-1.347074,8.5,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,1.2
Q-Ball: Billiards Master,PS2,Sports,Take-Two Interactive,"ASK Co. Ltd., Ornith",,0.27,0.13,,0.1,0.04,Sony Home,-1.309333,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Alundra 2: A New Legend Begins,PS,Role-Playing,Activision,Matrix Software,7.1,0.27,0.15,,0.1,0.02,Sony Home,-1.309333,7.1,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-0.2
Superbike 2000,PS,Racing,EA Sports,Milestone,,0.27,0.15,,0.1,0.02,Sony Home,-1.309333,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Medarot 3: Kabuto / Kuwagata Version,GB,Role-Playing,Imagineer,Natsume,,0.27,,0.27,,0,Nintendo Handheld/Hybrid,-1.309333,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-10,0
Sydney 2000,PS,Sports,Eidos Interactive,Attention To Detail,,0.27,0.15,,0.1,0.02,Sony Home,-1.309333,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
NBA ShootOut 2001,PS,Sports,Sony Computer Entertainment,989 Sports,,0.27,0.15,,0.1,0.02,Sony Home,-1.309333,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
MotoGP,PS2,Racing,Namco,Namco,,0.27,0.06,0.14,0.05,0.02,Sony Home,-1.309333,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Evil Dead: Hail to the King,PS,Adventure,THQ,Heavy Iron Studios,,0.27,0.15,,0.1,0.02,Sony Home,-1.309333,7.3,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,Platform,Nintendo,Rare Ltd.,,0.28,,0.28,,0,Nintendo Handheld/Hybrid,-1.272966,7.3,1,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-10,0
Tigger's Honey Hunt,PS,Platform,NewKidCo,Doki Denki,,0.28,0.16,,0.11,0.02,Sony Home,-1.272966,7.3,1,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Real Pool,PS2,Sports,Infogrames,Takara,,0.28,0.14,,0.11,0.04,Sony Home,-1.272966,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Jeremy McGrath Supercross 2000,N64,Racing,Acclaim Entertainment,Acclaim Entertainment,,0.29,0.23,,0.06,0,Nintendo Home,-1.237874,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,Sports,Konami,Diamond Head,,0.29,,0.27,,0.02,Sony Home,-1.237874,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
RPG Maker,PS,Role-Playing,Agetec,Kuusou Kagaku,,0.29,,0.29,,,Sony Home,-1.237874,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Jeopardy! 2nd Edition,PS,Misc,Hasbro Interactive,Hasbro Interactive,,0.29,0.16,,0.11,0.02,Sony Home,-1.237874,7.3,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Looney Tunes Racing,PS,Racing,Infogrames,Circus Freak,,0.29,0.16,,0.11,0.02,Sony Home,-1.237874,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Snowboarding,PS,Sports,A1 Games,Atelier Double,,0.29,0.16,,0.11,0.02,Sony Home,-1.237874,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
"Army Men World War: Land, Sea, Air",PS,Action,3DO,3DO,,0.3,0.17,,0.12,0.02,Sony Home,-1.203973,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Army Men: Air Attack 2,PS,Action,3DO,3DO,,0.3,0.17,,0.11,0.02,Sony Home,-1.203973,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Eternal Ring,PS2,Role-Playing,Agetec,From Software,,0.3,0.1,0.1,0.07,0.03,Sony Home,-1.203973,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
The Dukes of Hazzard II: Daisy Dukes It Out,PS,Racing,SouthPeak Interactive,Sinister Games,,0.3,0.17,,0.11,0.02,Sony Home,-1.203973,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Spin Jam,PS,Puzzle,Empire Interactive,H2O Entertainment,,0.31,0.17,,0.12,0.02,Sony Home,-1.171183,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,0
Orphen: Scion of Sorcery,PS2,Role-Playing,Activision,Shade,,0.31,0.15,,0.12,0.04,Sony Home,-1.171183,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Disney's The Emperor's New Groove,PS,Platform,Sony Computer Entertainment,Argonaut Software,,0.31,0.17,,0.12,0.02,Sony Home,-1.171183,7.3,1,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Virtua Striker 2,DC,Sports,Sega,Sega,,0.32,,0.32,,,Sega,-1.139434,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-10,0
Championship Bass,PS,Sports,EA Sports,EA Seattle,7.1,0.32,0.18,,0.12,0.02,Sony Home,-1.139434,7.1,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-0.2
Rayman 2: The Great Escape,PS,Platform,Ubisoft,Ubisoft Shanghai,8.7,0.32,0.18,,0.12,0.02,Sony Home,-1.139434,8.7,0,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,1.4
FIFA 2001 Major League Soccer,PS,Sports,EA Sports,EA Canada,,0.32,0.18,,0.12,0.02,Sony Home,-1.139434,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Sky Odyssey,PS2,Simulation,Activision,CAProduction,,0.32,0.16,,0.12,0.04,Sony Home,-1.139434,7.3,1,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Harvest Moon: Back to Nature,PS,Simulation,Natsume,Victor Interactive Software,,0.32,0.11,0.12,0.07,0.02,Sony Home,-1.139434,7.3,1,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
NCAA GameBreaker 2001,PS,Sports,Sony Computer Entertainment,989 Sports,,0.33,0.18,,0.12,0.02,Sony Home,-1.108663,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Super Bust-A-Move,PS2,Puzzle,Acclaim Entertainment,Taito Corporation,,0.34,0.17,,0.13,0.04,Sony Home,-1.078810,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,0
Jikkyou Powerful Pro Yakyuu 2000,N64,Sports,Konami,Diamond Head,,0.35,,0.29,,0.06,Nintendo Home,-1.049822,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Jikkyou Powerful Pro Yakyuu 7,PS2,Sports,Konami,Diamond Head,,0.35,,0.35,,,Sony Home,-1.049822,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Saban's Power Rangers: Lightspeed Rescue,PS,Action,THQ,Climax Group,,0.35,0.19,,0.13,0.02,Sony Home,-1.049822,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
EverGrace,PS2,Role-Playing,Agetec,From Software,6.2,0.35,0.1,0.15,0.08,0.03,Sony Home,-1.049822,6.2,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1.1
Lunar 2: Eternal Blue Complete,PS,Role-Playing,Working Designs,Game Arts,8.1,0.35,0.19,,0.13,0.02,Sony Home,-1.049822,8.1,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0.8
Persona 2: Eternal Punishment,PS,Role-Playing,Atlus,Atlus Co.,8.7,0.35,0.03,0.28,0.02,0.02,Sony Home,-1.049822,8.7,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,1.4
Dance Dance Revolution 3rdMix,PS,Simulation,Konami,KCET,,0.36,,0.33,,0.02,Sony Home,-1.021651,7.3,1,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Saban's Power Rangers: Lightspeed Rescue,N64,Action,THQ,Mass Media,,0.36,0.29,,0.06,0,Nintendo Home,-1.021651,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
NFL GameDay 2001,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.36,0.18,,0.14,0.05,Sony Home,-1.021651,7.3,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,Role-Playing,ChunSoft,ChunSoft,,0.37,,0.32,,0.05,Nintendo Home,-0.994252,7.3,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Scooby-Doo! Classic Creep Capers,N64,Action,THQ,Terraglyph Interactive Studios,,0.37,0.3,,0.06,0,Nintendo Home,-0.994252,7.3,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
MediEvil II,PS,Adventure,Sony Computer Entertainment,SCEE,,0.38,0.21,,0.14,0.02,Sony Home,-0.967584,7.3,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
SD Gundam G Generation-F,PS,Strategy,Bandai,Bandai,,0.38,,0.36,,0.02,Sony Home,-0.967584,7.3,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10,0
Silent Scope,PS2,Shooter,Konami,KCET,,0.38,0.19,,0.15,0.05,Sony Home,-0.967584,7.3,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Moto Racer World Tour,PS,Racing,Infogrames,Delphine Software International,,0.38,0.21,,0.14,0.02,Sony Home,-0.967584,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
NASCAR Heat,PS,Racing,Hasbro Interactive,Monster Games Inc.,,0.39,0.22,,0.15,0.03,Sony Home,-0.941609,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
Custom Robo V2,N64,Fighting,Nintendo,Noise Inc.,,0.39,,0.34,,0.05,Nintendo Home,-0.941609,7.3,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
RR64: Ridge Racer 64,N64,Racing,Nintendo,Nintendo Software Technology Corporation,,0.4,0.32,,0.07,0,Nintendo Home,-0.916291,7.3,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,0
Boku no Natsuyasumi,PS,Adventure,Sony Computer Entertainment,Millennium Kitchen,,0.4,,0.37,,0.03,Sony Home,-0.916291,7.3,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
